strategy,ts_code,params,return_pct,sharpe_ratio,max_drawdown_pct,win_rate_pct,num_trades,avg_trade_duration
loss_protection,588170.SH,"max_losses=4, pause_bars=10",30.505095780000012,1.3634705031519962,-11.495903951516162,75.0,4,32 days
loss_protection,588170.SH,"max_losses=4, pause_bars=15",30.505095780000012,1.3634705031519962,-11.495903951516162,75.0,4,32 days
combined,588170.SH,"trailing_stop_pct=0.05, max_losses=3, pause_bars=10",23.175552500000013,1.2124912351367414,-9.763409702488223,75.0,4,27 days
base,515070.SH,"n1=10, n2=20",35.514168319999975,0.45140794150415137,-29.44548146927063,35.0,20,35 days
trailing_stop,515070.SH,trailing_stop_pct=0.03,6.597165599999971,0.20397730738360204,-15.597984439238122,36.36363636363637,11,12 days
trailing_stop,515070.SH,trailing_stop_pct=0.05,36.99106496,0.6934106570659057,-20.33307984720063,36.36363636363637,11,23 days
trailing_stop,515070.SH,trailing_stop_pct=0.07,28.42179345999997,0.546970434705302,-23.442110871400235,40.0,10,26 days
loss_protection,515070.SH,"max_losses=2, pause_bars=5",58.395573580000004,0.7857359751382978,-19.541724362816847,40.0,10,37 days
loss_protection,515070.SH,"max_losses=2, pause_bars=10",58.395573580000004,0.7857359751382978,-19.541724362816847,40.0,10,37 days
loss_protection,515070.SH,"max_losses=2, pause_bars=15",66.90793746000003,0.8687924991717466,-18.475761463909677,44.44444444444444,9,41 days
loss_protection,515070.SH,"max_losses=3, pause_bars=5",58.395573580000004,0.7857359751382978,-19.541724362816847,40.0,10,37 days
loss_protection,515070.SH,"max_losses=3, pause_bars=10",58.395573580000004,0.7857359751382978,-19.541724362816847,40.0,10,37 days
loss_protection,515070.SH,"max_losses=3, pause_bars=15",58.395573580000004,0.7857359751382978,-19.541724362816847,40.0,10,37 days
loss_protection,515070.SH,"max_losses=4, pause_bars=5",58.395573580000004,0.7857359751382978,-19.541724362816847,40.0,10,37 days
loss_protection,515070.SH,"max_losses=4, pause_bars=10",58.395573580000004,0.7857359751382978,-19.541724362816847,40.0,10,37 days
loss_protection,515070.SH,"max_losses=4, pause_bars=15",58.395573580000004,0.7857359751382978,-19.541724362816847,40.0,10,37 days
combined,515070.SH,"trailing_stop_pct=0.05, max_losses=3, pause_bars=10",36.99106496,0.6934106570659057,-20.33307984720063,36.36363636363637,11,23 days
base,159399.SZ,"n1=10, n2=20",8.66135299999998,0.9456522962532892,-6.999962543942817,40.0,5,39 days
trailing_stop,159399.SZ,trailing_stop_pct=0.03,8.029628899999988,1.5951330291078816,-4.874339209899647,100.0,2,46 days
trailing_stop,159399.SZ,trailing_stop_pct=0.05,13.395867899999994,1.861399835442443,-4.966510419758774,100.0,2,73 days
trailing_stop,159399.SZ,trailing_stop_pct=0.07,13.395867899999994,1.861399835442443,-4.966510419758774,100.0,2,73 days
loss_protection,159399.SZ,"max_losses=2, pause_bars=5",13.395867899999994,1.861399835442443,-4.966510419758774,100.0,2,73 days
